id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,sale_type,saleprice,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood
781,905228050,20,RL,0.0,9000.0,Pave,1,1,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1,1,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,2.0,Slab,0.0,0.0,none,none,0.0,none,0.0,0.0,0.0,GasA,0.0,N,SBrkr,660.0,0,0,660.0,0.0,0.0,1,0,2,1,0.0,5,Min2,0,none,0.0,none,0.0,0.0,No,No,N,0,0,100,0,0,0,6,2009,WD ,11.065074640365626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
379,527354200,20,RL,80.0,11088.0,Pave,1,1,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1,1,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.0,2.0,PConc,3.0,3.0,No,ALQ,832.0,Unf,0.0,308.0,1140.0,GasA,2.0,Y,SBrkr,1707.0,0,0,1707.0,0.0,0.0,2,0,3,1,1.0,7,Typ,1,Attchd,1978.0,Fin,2.0,479.0,TA,TA,Y,0,0,0,0,0,0,5,2009,WD ,12.122691036591123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2818,908102320,20,RL,134.0,8908.039766702015,Pave,1,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1,1,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,1.0,2.0,CBlock,3.0,3.0,No,BLQ,176.0,Unf,0.0,1290.0,1466.0,GasA,1.0,Y,SBrkr,1466.0,0,0,1466.0,0.0,0.0,1,1,3,1,0.0,6,Typ,2,Attchd,1959.0,Fin,2.0,528.0,TA,TA,Y,0,140,0,0,100,0,11,2006,WD ,11.917723684090689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1168,533215020,120,FV,0.0,4765.0,Pave,0,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,0,1,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,2.0,2.0,PConc,4.0,3.0,Av,GLQ,1027.0,Unf,0.0,587.0,1614.0,GasA,3.0,Y,SBrkr,1638.0,0,0,1638.0,1.0,0.0,2,0,2,1,3.0,5,Typ,1,Attchd,2000.0,Fin,2.0,495.0,TA,TA,Y,230,68,0,0,0,0,7,2008,WD ,12.611537753638338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1396,905226110,190,RL,0.0,10532.0,Pave,1,1,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1,1,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,1.0,2.0,CBlock,3.0,3.0,Mn,Rec,988.0,Unf,0.0,0.0,988.0,GasA,2.0,Y,SBrkr,1721.0,0,0,1721.0,1.0,0.0,2,0,3,1,1.0,7,Mod,2,Basment,1960.0,Unf,2.0,626.0,TA,TA,Y,50,84,0,0,0,0,12,2008,WD ,11.884489021402711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
838,907130100,60,RL,65.0,8908.039766702015,Pave,0,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1,0,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,PConc,4.0,3.0,No,GLQ,821.0,Unf,0.0,107.0,928.0,GasA,3.0,Y,SBrkr,928.0,836,0,1764.0,1.0,0.0,2,1,3,1,2.0,7,Typ,0,Attchd,1997.0,RFn,2.0,470.0,TA,TA,Y,276,99,0,0,0,0,8,2009,WD ,12.352335152508426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1492,908127120,30,RL,63.0,13907.0,Pave,1,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1,1,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,1.0,2.0,CBlock,3.0,3.0,No,BLQ,290.0,Unf,0.0,706.0,996.0,GasA,3.0,Y,SBrkr,996.0,0,0,996.0,1.0,0.0,1,0,3,1,1.0,6,Typ,1,none,0.0,none,0.0,0.0,No,No,Y,144,0,0,0,0,0,7,2008,WD ,11.589886506106357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
637,535178040,20,RL,70.0,8750.0,Pave,1,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1,1,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,1.0,2.0,CBlock,3.0,3.0,No,Rec,435.0,BLQ,202.0,565.0,1202.0,GasA,1.0,Y,SBrkr,1202.0,0,0,1202.0,0.0,1.0,1,0,3,1,1.0,6,Typ,0,Attchd,1956.0,RFn,1.0,304.0,TA,TA,Y,0,35,120,0,0,0,11,2009,COD,11.695247021764184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1826,532377140,20,RL,0.0,9945.0,Pave,0,1,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1,1,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,2.0,CBlock,3.0,3.0,No,Rec,827.0,Unf,0.0,161.0,988.0,GasA,1.0,Y,SBrkr,988.0,0,0,988.0,1.0,0.0,1,0,3,1,1.0,5,Typ,0,Detchd,1963.0,Unf,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,10,2007,WD ,11.763684183317412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
173,902106140,30,RM,56.0,8960.0,Pave,1,1,AllPub,Inside,Gtl,OldTown,Artery,Norm,1,1,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,1.0,2.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,2.0,Y,FuseA,1028.0,0,0,1028.0,0.0,0.0,1,0,2,1,1.0,5,Typ,1,Detchd,1927.0,Unf,2.0,360.0,TA,TA,Y,0,0,130,0,0,0,3,2010,WD ,11.652687407345388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
715,902301080,50,RM,50.0,3500.0,Pave,1,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1,0,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,1.0,2.0,CBlock,3.0,3.0,No,LwQ,312.0,Unf,0.0,408.0,720.0,GasA,1.0,Y,SBrkr,720.0,564,0,1284.0,0.0,0.0,1,1,2,1,1.0,5,Typ,0,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,35,0,0,0,0,4,2009,WD ,11.608235644774552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1183,533350090,60,RL,0.0,8908.039766702015,Pave,0,1,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1,0,9,3,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,2.0,3.0,CBlock,4.0,3.0,No,GLQ,410.0,Unf,0.0,584.0,994.0,GasA,1.0,Y,SBrkr,1599.0,1345,0,2944.0,0.0,0.0,2,2,3,1,2.0,9,Typ,1,Attchd,1977.0,RFn,3.0,436.1825396825397,TA,TA,Y,140,70,16,0,0,0,6,2008,WD ,11.918390573078392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2433,528235130,60,RL,74.0,9056.0,Pave,0,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1,0,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,2.0,2.0,PConc,5.0,4.0,Av,Unf,0.0,Unf,0.0,707.0,707.0,GasA,3.0,Y,SBrkr,707.0,707,0,1414.0,0.0,0.0,2,1,3,1,2.0,6,Typ,1,Attchd,2004.0,Fin,2.0,403.0,TA,TA,Y,100,35,0,0,0,0,10,2006,WD ,12.089538829274222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2866,909282060,70,RL,70.0,12320.0,Pave,0,0,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1,0,7,7,1932,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,2.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,637.0,637.0,GasA,3.0,Y,SBrkr,959.0,650,0,1609.0,0.0,0.0,1,1,3,1,2.0,8,Typ,2,2Types,1963.0,Unf,3.0,579.0,TA,TA,Y,0,0,0,0,104,0,5,2006,WD ,12.203569515312056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,527105060,60,RL,60.0,8238.0,Pave,0,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1,0,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,PConc,3.0,3.0,No,GLQ,700.0,Unf,0.0,113.0,813.0,GasA,3.0,Y,SBrkr,813.0,712,0,1525.0,1.0,0.0,2,1,3,1,1.0,6,Typ,1,Attchd,1997.0,Fin,2.0,400.0,TA,TA,Y,421,72,0,0,0,0,5,2006,WD ,12.119969946476761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1551,910205010,80,RM,75.0,6000.0,Pave,1,1,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1,0,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0.0,2.0,CBlock,4.0,3.0,Mn,Rec,257.0,Unf,0.0,367.0,624.0,GasA,3.0,Y,SBrkr,1092.0,564,0,1656.0,0.0,0.0,1,1,3,1,1.0,7,Mod,1,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0,180,0,0,100,0,7,2008,WD ,11.744037185933616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1049,527454120,120,RL,24.0,2529.0,Pave,1,1,AllPub,Inside,Gtl,NPkVill,Norm,Norm,0,1,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,1.0,2.0,CBlock,4.0,3.0,No,ALQ,378.0,Unf,0.0,677.0,1055.0,GasA,0.0,Y,SBrkr,1055.0,0,0,1055.0,0.0,0.0,2,0,2,1,1.0,4,Typ,0,Attchd,1977.0,Unf,2.0,440.0,TA,TA,Y,0,38,0,0,0,0,9,2008,WD ,11.908340237224891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
657,535376060,60,RL,60.0,10800.0,Pave,1,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1,0,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,1.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,3.0,Y,SBrkr,676.0,676,0,1352.0,0.0,1.0,2,0,4,1,2.0,7,Typ,0,Detchd,1939.0,Unf,2.0,720.0,TA,TA,Y,187,0,128,0,0,0,8,2009,WD ,11.911701584927597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,527454130,160,RL,24.0,2349.0,Pave,1,1,AllPub,Inside,Gtl,NPkVill,Norm,Norm,0,0,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,1.0,2.0,CBlock,4.0,3.0,No,ALQ,389.0,Unf,0.0,466.0,855.0,GasA,1.0,Y,SBrkr,855.0,601,0,1456.0,0.0,0.0,2,1,3,1,1.0,6,Typ,1,Attchd,1977.0,Unf,2.0,440.0,TA,TA,Y,0,28,0,0,0,0,5,2009,WD ,11.834284063781393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1181,533250160,120,RL,32.0,10846.0,Pave,0,1,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,0,1,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,2.0,2.0,PConc,4.0,3.0,Gd,GLQ,1619.0,Unf,0.0,100.0,1719.0,GasA,3.0,Y,SBrkr,1719.0,0,0,1719.0,2.0,0.0,1,1,1,1,2.0,6,Typ,2,Attchd,1993.0,Fin,2.0,473.0,TA,TA,Y,122,30,0,0,0,0,5,2008,Con,12.688498794774466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1514,909100170,30,RL,67.0,5604.0,Pave,1,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1,1,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,1.0,2.0,CBlock,3.0,3.0,No,Rec,468.0,Unf,0.0,396.0,864.0,GasA,1.0,N,FuseA,864.0,0,0,864.0,1.0,0.0,1,0,2,1,1.0,5,Typ,0,none,0.0,none,0.0,0.0,No,No,Y,0,0,96,0,0,0,4,2008,WD ,11.49272275765271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1040,527450110,160,RM,21.0,1680.0,Pave,1,1,AllPub,Inside,Gtl,BrDale,Norm,Norm,0,0,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.0,2.0,CBlock,3.0,3.0,No,LwQ,458.0,Unf,0.0,25.0,483.0,GasA,1.0,Y,SBrkr,483.0,504,0,987.0,0.0,1.0,1,1,2,1,1.0,5,Typ,0,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,52,0,0,0,0,0,2,2008,WD ,11.546360241056465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
216,905101100,50,RL,54.0,6342.0,Pave,1,1,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1,0,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,1.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,2.0,N,SBrkr,780.0,240,0,1020.0,0.0,0.0,1,0,2,1,1.0,6,Typ,0,none,0.0,none,0.0,0.0,No,No,N,0,0,176,0,0,0,5,2010,WD ,11.451050061252142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1720,528181060,120,RL,34.0,4590.0,Pave,1,1,AllPub,Inside,Gtl,NridgHt,Norm,Norm,0,1,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,2.0,2.0,PConc,4.0,4.0,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,3.0,Y,SBrkr,1554.0,0,0,1554.0,0.0,0.0,2,0,2,1,2.0,6,Typ,1,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,8,2007,WD ,12.25247901834433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2331,527210040,60,RL,60.0,8908.039766702015,Pave,0,0,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1,0,10,5,2006,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,3.0,2.0,PConc,5.0,3.0,Gd,Unf,0.0,Unf,0.0,1528.0,1528.0,GasA,3.0,Y,SBrkr,1528.0,1862,0,3390.0,0.0,0.0,3,1,5,1,3.0,10,Typ,1,BuiltIn,2006.0,Fin,3.0,758.0,TA,TA,Y,204,34,0,0,0,0,9,2006,New,13.20895199837856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
204,903426200,70,RM,60.0,12900.0,Pave,1,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1,0,6,8,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,2.0,3.0,PConc,3.0,3.0,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,3.0,Y,SBrkr,780.0,780,0,1560.0,0.0,0.0,1,1,3,1,2.0,7,Typ,0,none,0.0,none,0.0,0.0,No,No,N,344,0,0,0,168,0,5,2010,WD ,11.982303898822046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,527276150,20,RL,140.0,8908.039766702015,Pave,1,1,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1,1,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,CBlock,3.0,3.0,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,3.0,Y,SBrkr,864.0,0,0,864.0,0.0,0.0,1,0,2,1,1.0,4,Typ,0,Detchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,6,2010,WD ,11.856515169360305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2438,528275080,60,RL,0.0,8658.0,Pave,0,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1,0,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,PConc,4.0,3.0,No,ALQ,732.0,Unf,0.0,250.0,982.0,GasA,3.0,Y,SBrkr,1008.0,881,0,1889.0,0.0,0.0,2,1,3,1,1.0,9,Typ,1,Attchd,2000.0,Fin,2.0,431.0,TA,TA,Y,0,0,0,0,0,0,4,2006,WD ,12.2783933071098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89,532378110,20,RL,0.0,6897.0,Pave,0,1,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1,1,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,1.0,3.0,CBlock,3.0,3.0,No,ALQ,659.0,Unf,0.0,381.0,1040.0,GasA,3.0,Y,SBrkr,1040.0,0,0,1040.0,1.0,0.0,1,1,3,1,1.0,6,Typ,0,Detchd,1962.0,Unf,1.0,260.0,TA,TA,Y,0,104,0,0,0,0,4,2010,WD ,11.751942365440728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
240,905452160,20,RL,75.0,9525.0,Pave,1,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1,1,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,1.0,2.0,CBlock,3.0,3.0,Av,BLQ,954.0,Unf,0.0,218.0,1172.0,GasA,1.0,Y,SBrkr,1172.0,0,0,1172.0,1.0,0.0,1,0,3,1,1.0,5,Typ,0,Attchd,1954.0,Fin,1.0,366.0,TA,TA,Y,240,0,0,0,0,0,6,2010,WD ,11.759785542901755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,533238045,20,FV,57.0,12853.0,Pave,0,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1,1,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,None,2.0,2.0,PConc,5.0,1.0,No,GLQ,1032.0,Unf,0.0,610.0,1642.0,GasA,3.0,Y,SBrkr,1418.0,0,0,1418.0,1.0,0.0,1,1,1,1,2.0,6,Typ,1,Attchd,2010.0,RFn,3.0,436.1825396825397,TA,TA,Y,160,192,0,224,0,0,4,2010,New,12.498428777526835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020,903233180,50,RM,52.0,6240.0,Pave,1,1,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1,0,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,2.0,BrkTil,3.0,2.0,No,LwQ,425.0,Unf,0.0,459.0,884.0,GasA,1.0,Y,FuseA,959.0,408,0,1367.0,0.0,0.0,1,0,3,1,1.0,6,Typ,1,Detchd,1978.0,Unf,1.0,560.0,TA,TA,Y,0,0,0,0,120,0,11,2007,WD ,11.755871643580617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,908128060,85,RL,64.0,7301.0,Pave,1,1,AllPub,Corner,Gtl,Edwards,Norm,Norm,1,0,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,2.0,2.0,Slab,0.0,0.0,none,none,0.0,none,0.0,0.0,0.0,GasA,3.0,Y,SBrkr,495.0,1427,0,1922.0,0.0,0.0,3,0,4,1,2.0,7,Typ,1,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0,0,177,0,0,0,7,2009,ConLD,12.198544379109382,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
